id,categoria,titulo,descricao,gatilho,verificavel_por_texto,exemplos,fonte_livro,fonte_pagina,fonte_citacao
LIBRAS.SINTAXE.001,sintaxe,Justaposição assindética de orações coordenadas,"A glosa deve apresentar as orações coordenadas justapostas, sem a inclusão de etiquetas de conjunções (como E, OU, MAS) entre elas, a menos que haja um marcador manual explícito na língua. A relação de coordenação é estabelecida pela justaposição e pelo contexto, não por itens lexicais coordenadores.","A frase em português contém orações coordenadas (conjuntivas, disjuntivas ou adversativas) conectadas por conjunções como 'e', 'ou', 'mas'.",True,,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,103,"Nas Línguas de Sinais, sobretudo a ausência de um item lexical coordenador parece frequente, sendo as orações justapostas umas às outras, e o contexto e a relação semântica entre as orações responsáveis pelo estabelecimento do processo de coordenação."
LIBRAS.SINTAXE.002,sintaxe,Ordem fixa em parataxe,"A ordem das orações na glosa não pode ser alterada aleatoriamente, pois a interdependência semântica exige uma disposição específica para que o enunciado seja inteligível e gramatical.",A frase em português contém orações paratáticas (coordenadas ou justapostas) cuja relação semântica impõe uma ordem específica.,True,"Eu não percebia que eles eram surdos ou eram ouvintes, não. -> IX (eu) NÃO 3PERCEBER1 IX (este) SURDO IX (aquele) OUVINTE NÃO",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,110,"não se pode alterar a ordem em que estão dispostas, sob o risco de tornar o período ininteligível ou mesmo agramatical"
LIBRAS.SINTAXE.003,sintaxe,Conectivos manuais para parataxe conjuntiva,"A glosa deve conter os sinais TAMBÉM, DEPOIS ou É (com função de 'por isso') para marcar a parataxe conjuntiva.","A frase em português expressa uma relação conjuntiva (adição, sequência ou consequência) entre orações coordenadas.",True,,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,111,"As conjuntivas manuais envolvem marcações manuais com conectores que marcam a parataxe: TAMBÉM, DEPOIS, É (com função de por isso)."
LIBRAS.SINTAXE.004,sintaxe,Conectivo OU para parataxe disjuntiva,A glosa deve conter o sinal OU para marcar a parataxe disjuntiva.,A frase em português expressa uma relação disjuntiva (alternância) entre orações coordenadas.,True,"Eu não percebia, que eles eram surdos ou eram ouvintes, não. -> IX (eu) NÃO 3PERCEBER1 IX (este) SURDO IX (aquele) OUVINTE NÃO",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,111,"As marcações manuais indicando pausas, oposições estabelecidas por sinais são expressas por ‘OU’, dedos indicadores para cima em alternância e apontação."
LIBRAS.SINTAXE.005,sintaxe,Conectivos para parataxe adversativa,"A glosa deve conter um dos conectivos MAS1, MAS2, PALM-UP ou MAS-NÃO-É para marcar a parataxe adversativa.",A frase em português expressa uma relação adversativa (contraste/oposição) entre orações coordenadas.,True,,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,111,"Nós usaremos a referência a quatro conectivos MAS1, MAS2, PALM-UP, MAS-NÃO-É, como será mostrado adiante."
LIBRAS.SINTAXE.006,sintaxe,Omissão de conectivos em parataxe,"A glosa pode não conter nenhum conectivo explícito (como TAMBÉM, OU, MAS), pois a coordenação pode ser expressa assindeticamente.",A frase em português contém orações coordenadas (paratáticas).,True,"Eu não percebia, que eles eram surdos ou eram ouvintes, não. -> IX (eu) NÃO 3PERCEBER1 IX (este) SURDO IX (aquele) OUVINTE NÃO",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,112,"Em Línguas de Sinais, predominantemente, as orações paratáticas/coordenadas se articulam sem a presença de um conectivo."
LIBRAS.SINTAXE.007,sintaxe,Obrigatoriedade de marcadores não manuais em parataxe com marcador manual,"A glosa deve ser considerada incompleta ou incorreta se apresentar um marcador manual de parataxe (como MAS, TAMBÉM, PALM-UP, BOIA, É) sem a presença concomitante de marcadores não manuais (expressões faciais, movimentos de torso/cabeça, etc.).","A glosa contém um marcador manual de parataxe (MAS, TAMBÉM, PALM-UP, BOIA, É).",False,,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,115,"Quadros, Silva e Nogueira (2022) verificaram que todas as ocorrências de parataxe com marcador manual estavam associadas com marcadores não manuais."
LIBRAS.SINTAXE.008,sintaxe,Uso de TAMBÉM para inclusão ou equivalência,"A glosa deve conter o sinal TAMBÉM quando a frase em português expressa inclusão ('também', 'além disso') ou equivalência/similitude ('da mesma forma', 'assim como') entre orações ou elementos coordenados.","A frase em português contém marcadores de inclusão ou equivalência (ex: 'também', 'assim como', 'da mesma forma') ligando duas orações ou fatos.",True,Também na outra família do meu pai... eu também era vista como normal -> TAMBÉM ... TAMBÉM,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,117,"Do ponto de vista semântico, o sinal ‘TAMBÉM’ indica inclusão que poderia ser traduzido para o Inglês como ‘moreover’ and ‘also’. Mas também pode indicar equivalência ou similitude"
LIBRAS.SINTAXE.009,sintaxe,Boia numérica para enumeração,"A glosa deve conter a etiqueta BOIA-<número> (ex: BOIA-2, BOIA-1) para marcar a enumeração de itens, ideias ou orações coordenadas, indicando a ordem (primeiro, segundo, etc.).","A frase em português apresenta uma lista ou enumeração de eventos, itens ou orações coordenadas (ex: 'primeiro... depois...', 'um... outro...').",True,o primeiro contato foi na infância... e o segundo contato foi na adolescência -> PRIMEIRO [dedo médio. BOIA-2] ... CONTATO [dedo indicador BOIA-1],Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,121,"A boia é um mecanismo gramatical utilizado na Libras... a boia é o uso da segunda mão para ser usada em listas para enumerar coisas, ideias, orações coordenadas, quando indica os dedos em uma ordem"
LIBRAS.SINTAXE.010,sintaxe,Boia-IX como marcador de parataxe conjuntiva,"A glosa deve conter a etiqueta 'Boia-IX' (ou 'IX' com anotação de boia) para indicar a relação de parataxe conjuntiva entre orações, quando a apontação é mantida no espaço para referir a um elemento enquanto outro é sinalizado.",A frase em português expressa uma relação de parataxe conjuntiva (coordenação de orações paralelas) e a descrição indica o uso de apontação como boia.,True,"Eu desviei [do curso de teatro] [para o curso de letras libras], daí frequentei um e outro curso simultaneamente. -> IX (eu) Boia-IX (teatro-esquerda) esquerda DESVIAR direita DOIS ALTERNAR",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,124,"Quando a apontação é usada como boia, ela pode ser um mecanismo gramatical de marcação paratática."
